ENSMUSG00000000149.6	chr5	140758408	140830431	B=3.07;NK=4.53;T_CD4=1.75;T_CD8=1.93;
ENSMUSG00000000154.11	chr7	143473721	143499334	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000157.11	chr16	96422288	96443619	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000159.11	chr16	96361668	96525580	B=0.52;NK=3.20;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000167.10	chr9	50617321	50625000	B=2.68;NK=0.00;T_CD4=0.00;T_CD8=0.30;
ENSMUSG00000000168.5	chr9	50634633	50659780	B=3.19;NK=5.74;T_CD4=7.86;T_CD8=4.44;
ENSMUSG00000000171.4	chr9	50596338	50603849	B=35.37;NK=41.27;T_CD4=22.35;T_CD8=31.30;
ENSMUSG00000000182.7	chr6	127072902	127081408	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000183.5	chr6	127015542	127024718	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000184.9	chr6	127125779	127151048	B=22.16;NK=140.14;T_CD4=84.51;T_CD8=106.77;
ENSMUSG00000000194.9	chr2	31152316	31218775	B=12.84;NK=17.34;T_CD4=9.71;T_CD8=6.72;
ENSMUSG00000000197.7	chr14	123276641	123627144	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000202.5	chr11	114791217	114795945	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.15;
ENSMUSG00000000204.11	chr11	83175186	83190221	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.04;
ENSMUSG00000000214.6	chr7	142892752	142931128	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000215.6	chr7	142678656	142699510	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000216.8	chr7	121734479	121768475	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000223.9	chrX	134404551	134456573	B=0.00;NK=0.00;T_CD4=0.04;T_CD8=0.00;
ENSMUSG00000000244.12	chr7	143005046	143019644	B=165.92;NK=164.24;T_CD4=260.50;T_CD8=69.08;
ENSMUSG00000000247.7	chr2	38339281	38369733	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000248.12	chr6	128934381	128984707	B=0.00;NK=1.62;T_CD4=0.88;T_CD8=0.24;
ENSMUSG00000000253.8	chr13	45507444	45546382	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.21;
ENSMUSG00000000263.11	chr11	55514238	55608198	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000266.7	chrX	140664599	140767715	B=0.00;NK=0.00;T_CD4=0.04;T_CD8=0.00;
ENSMUSG00000000275.12	chr11	88999376	89020293	B=12.98;NK=8.56;T_CD4=7.65;T_CD8=5.99;
ENSMUSG00000000276.7	chr11	89035179	89066850	B=3.44;NK=1.78;T_CD4=1.88;T_CD8=1.51;
ENSMUSG00000000278.10	chr11	88924020	88955465	B=19.54;NK=8.57;T_CD4=2.00;T_CD8=1.33;
ENSMUSG00000000282.8	chr11	74830920	74845725	B=8.05;NK=13.61;T_CD4=6.66;T_CD8=4.27;
ENSMUSG00000000290.9	chr10	77530252	77565708	B=38.01;NK=635.07;T_CD4=121.95;T_CD8=107.60;
ENSMUSG00000000295.8	chr10	31313382	31328204	B=46.84;NK=23.87;T_CD4=70.62;T_CD8=61.07;
ENSMUSG00000000296.7	chr10	31332380	31445921	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000301.12	chr11	59970614	60046489	B=0.99;NK=2.03;T_CD4=0.68;T_CD8=1.91;
ENSMUSG00000000303.8	chr8	106603351	106670246	B=0.00;NK=0.17;T_CD4=0.00;T_CD8=0.26;
ENSMUSG00000000305.8	chr2	179442431	179899373	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.05;
ENSMUSG00000000308.10	chr2	121357714	121363737	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000317.7	chr11	70224128	70229798	B=0.21;NK=2.53;T_CD4=0.08;T_CD8=0.56;
ENSMUSG00000000318.12	chr11	70156197	70170834	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.34;
ENSMUSG00000000320.6	chr11	70241457	70255353	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000325.11	chr16	18348182	18407076	B=0.38;NK=0.38;T_CD4=0.19;T_CD8=0.46;
ENSMUSG00000000326.8	chr16	18406886	18426852	B=34.95;NK=71.15;T_CD4=37.65;T_CD8=29.15;
ENSMUSG00000000339.10	chr3	116488963	116508208	B=13.67;NK=15.75;T_CD4=16.68;T_CD8=15.05;
ENSMUSG00000000340.6	chr3	116513070	116549976	B=6.06;NK=6.81;T_CD4=3.32;T_CD8=3.01;
ENSMUSG00000000346.8	chr15	100615628	100620731	B=90.83;NK=172.99;T_CD4=77.01;T_CD8=69.05;
ENSMUSG00000000355.9	chrX	38600578	38613426	B=51.90;NK=45.23;T_CD4=54.12;T_CD8=44.64;
ENSMUSG00000000359.3	chr2	152626951	152635198	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000365.8	chr14	56402697	56525032	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000374.7	chr10	78186725	78244642	B=6.56;NK=10.99;T_CD4=7.80;T_CD8=6.96;
ENSMUSG00000000378.11	chr11	6546887	6596744	B=263.61;NK=176.23;T_CD4=222.05;T_CD8=112.28;
ENSMUSG00000000381.10	chr11	6635482	6638637	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000384.11	chr11	6615598	6626067	B=13.45;NK=11.85;T_CD4=13.26;T_CD8=16.84;
ENSMUSG00000000385.7	chr16	97564684	97611195	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000386.10	chr16	97447035	97462907	B=4.15;NK=6.80;T_CD4=1.32;T_CD8=2.58;
ENSMUSG00000000392.13	chr2	62500943	62574075	B=0.24;NK=2.10;T_CD4=0.71;T_CD8=0.79;
ENSMUSG00000000394.11	chr2	62474530	62483650	B=0.00;NK=0.00;T_CD4=0.99;T_CD8=0.00;
ENSMUSG00000000399.7	chr6	126821863	126849144	B=13.54;NK=16.17;T_CD4=16.30;T_CD8=20.38;
ENSMUSG00000000402.2	chrX	166523007	166585720	B=0.78;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000409.10	chr4	129548344	129573641	B=38.82;NK=764.04;T_CD4=773.20;T_CD8=736.78;
ENSMUSG00000000411.7	chr4	129489014	129491022	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000416.12	chr6	18366478	18514869	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000420.11	chr18	24205344	24286818	B=26.49;NK=48.12;T_CD4=26.40;T_CD8=20.23;
ENSMUSG00000000435.1	chr10	107482908	107486134	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000439.8	chr6	115601938	115618670	B=1.94;NK=4.24;T_CD4=3.94;T_CD8=2.98;
ENSMUSG00000000440.8	chr6	115361221	115490401	B=0.00;NK=15.20;T_CD4=0.58;T_CD8=0.00;
ENSMUSG00000000441.13	chr6	115618067	115676635	B=31.61;NK=44.26;T_CD4=30.89;T_CD8=25.87;
ENSMUSG00000000486.9	chr7	127214447	127218498	B=69.05;NK=135.84;T_CD4=96.15;T_CD8=79.78;
ENSMUSG00000000489.6	chr15	79995900	80014808	B=0.00;NK=30.58;T_CD4=0.18;T_CD8=1.62;
ENSMUSG00000000530.12	chr15	101128522	101145336	B=2.67;NK=2.14;T_CD4=4.30;T_CD8=2.40;
ENSMUSG00000000531.4	chr15	101224207	101232755	B=1.23;NK=1.94;T_CD4=2.09;T_CD8=1.79;
ENSMUSG00000000532.10	chr15	101174067	101213679	B=2.21;NK=3.50;T_CD4=4.82;T_CD8=2.72;
ENSMUSG00000000538.14	chr11	60226714	60352905	B=1.99;NK=7.13;T_CD4=4.65;T_CD8=3.58;
ENSMUSG00000000544.10	chr1	166130238	166166510	B=0.00;NK=0.00;T_CD4=0.35;T_CD8=0.00;
ENSMUSG00000000552.9	chr15	103313895	103340086	B=18.92;NK=4.08;T_CD4=0.11;T_CD8=0.07;
ENSMUSG00000000555.6	chr15	103344289	103366763	B=0.00;NK=0.70;T_CD4=0.12;T_CD8=0.07;
ENSMUSG00000000560.5	chr5	70961057	71095849	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000561.10	chr3	105959369	105984600	B=10.17;NK=11.13;T_CD4=9.91;T_CD8=8.62;
ENSMUSG00000000562.4	chr3	105870858	105908928	B=0.15;NK=0.00;T_CD4=0.00;T_CD8=0.14;
ENSMUSG00000000563.13	chr3	105942698	105960099	B=92.03;NK=192.14;T_CD4=107.72;T_CD8=124.08;
ENSMUSG00000000567.5	chr11	112782224	112787760	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000568.11	chr5	99958426	99978938	B=56.55;NK=94.66;T_CD4=68.64;T_CD8=64.17;
ENSMUSG00000000579.10	chr17	6601671	6609774	B=8.49;NK=10.24;T_CD4=6.08;T_CD8=2.64;
ENSMUSG00000000581.4	chr11	17257579	17269176	B=2.35;NK=2.34;T_CD4=4.39;T_CD8=3.35;
ENSMUSG00000000594.7	chr11	55098115	55113029	B=23.18;NK=25.63;T_CD4=11.82;T_CD8=11.20;
ENSMUSG00000000600.11	chr5	3803165	3844515	B=5.79;NK=3.55;T_CD4=5.71;T_CD8=2.64;
ENSMUSG00000000605.8	chr7	7282316	7299511	B=15.92;NK=23.76;T_CD4=21.79;T_CD8=13.16;
ENSMUSG00000000606.11	chr14	51411001	51419527	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000617.10	chr11	50850685	50866208	B=1.59;NK=0.00;T_CD4=0.00;T_CD8=0.49;
ENSMUSG00000000627.11	chr6	82911885	82939769	B=0.00;NK=0.19;T_CD4=3.49;T_CD8=3.49;
ENSMUSG00000000628.6	chr6	82725025	82774454	B=0.51;NK=4.82;T_CD4=0.09;T_CD8=0.34;
ENSMUSG00000000631.15	chr11	77763246	77865980	B=8.90;NK=9.95;T_CD4=7.59;T_CD8=3.04;
ENSMUSG00000000632.9	chr11	77930800	77979048	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000673.8	chr17	83831356	83846790	B=74.95;NK=22.10;T_CD4=2.18;T_CD8=27.71;
ENSMUSG00000000682.7	chr4	134082448	134095082	B=2198.12;NK=2396.71;T_CD4=1618.00;T_CD8=1566.28;
ENSMUSG00000000686.11	chr11	77515121	77538607	B=0.18;NK=0.00;T_CD4=0.00;T_CD8=1.92;
ENSMUSG00000000690.5	chr11	96292476	96301569	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000693.6	chr6	83034173	83052562	B=1.47;NK=2.76;T_CD4=0.85;T_CD8=0.20;
ENSMUSG00000000701.7	chr12	105176358	105181143	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000706.11	chr13	23456992	23465901	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.05;
ENSMUSG00000000708.10	chr17	53566861	53672720	B=12.72;NK=18.65;T_CD4=49.93;T_CD8=28.76;
ENSMUSG00000000711.2	chr10	128677193	128696268	B=9.05;NK=9.30;T_CD4=8.22;T_CD8=3.91;
ENSMUSG00000000724.10	chr11	77718615	77725283	B=0.26;NK=0.00;T_CD4=0.19;T_CD8=0.12;
ENSMUSG00000000730.9	chr10	78041947	78063622	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000731.11	chr10	78030022	78043610	B=2.81;NK=0.00;T_CD4=0.00;T_CD8=0.31;
ENSMUSG00000000732.8	chr10	78069360	78079525	B=29.82;NK=1.97;T_CD4=0.85;T_CD8=0.65;
ENSMUSG00000000738.13	chr8	123062942	123097760	B=84.06;NK=74.04;T_CD4=98.41;T_CD8=79.95;
ENSMUSG00000000739.9	chr8	123142847	123158315	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000740.7	chr8	123102350	123105244	B=3315.04;NK=1965.64;T_CD4=3165.62;T_CD8=3485.03;
ENSMUSG00000000743.8	chr8	123204264	123212763	B=20.78;NK=61.66;T_CD4=25.25;T_CD8=24.29;
ENSMUSG00000000751.9	chr11	75298166	75348324	B=10.22;NK=18.77;T_CD4=19.96;T_CD8=12.01;
ENSMUSG00000000753.11	chr11	75409769	75422701	B=0.00;NK=0.00;T_CD4=0.86;T_CD8=0.28;
ENSMUSG00000000759.10	chr8	12614277	12672248	B=13.77;NK=19.76;T_CD4=18.03;T_CD8=16.25;
ENSMUSG00000000766.14	chr10	6758506	7038198	B=0.00;NK=0.00;T_CD4=0.26;T_CD8=1.04;
ENSMUSG00000000776.8	chr14	70438748	70443471	B=9.39;NK=6.15;T_CD4=6.46;T_CD8=6.13;
ENSMUSG00000000782.11	chr11	52252371	52283014	B=1.42;NK=19.21;T_CD4=114.46;T_CD8=88.68;
ENSMUSG00000000787.8	chrX	13280970	13294052	B=32.54;NK=43.95;T_CD4=25.49;T_CD8=23.16;
ENSMUSG00000000791.8	chr8	70808449	70821424	B=0.37;NK=8.65;T_CD4=5.63;T_CD8=3.86;
ENSMUSG00000000792.2	chr8	70882889	70892757	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000794.8	chr3	89520164	89672072	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000804.10	chr11	84984442	85140161	B=9.18;NK=18.33;T_CD4=13.12;T_CD8=7.91;
ENSMUSG00000000805.14	chr11	84957786	84966044	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000811.9	chr6	89643988	89675529	B=3.85;NK=3.43;T_CD4=0.89;T_CD8=1.06;
ENSMUSG00000000817.10	chr1	161780689	161788495	B=0.00;NK=31.11;T_CD4=3.67;T_CD8=1.53;
ENSMUSG00000000823.12	chr2	181582103	181592803	B=8.12;NK=6.06;T_CD4=9.95;T_CD8=5.12;
ENSMUSG00000000826.12	chr2	181520485	181555133	B=28.91;NK=47.45;T_CD4=29.61;T_CD8=30.71;
ENSMUSG00000000827.14	chr2	181497142	181517966	B=24.73;NK=64.92;T_CD4=29.52;T_CD8=32.63;
ENSMUSG00000000838.13	chrX	68678541	68717963	B=12.51;NK=14.29;T_CD4=7.87;T_CD8=9.06;
ENSMUSG00000000861.11	chr11	24078056	24174123	B=65.54;NK=4.12;T_CD4=1.00;T_CD8=0.80;
ENSMUSG00000000869.8	chr11	53602982	53618669	B=0.00;NK=0.00;T_CD4=6.24;T_CD8=0.00;
ENSMUSG00000000876.7	chr2	154585758	154603708	B=8.63;NK=15.69;T_CD4=12.14;T_CD8=9.85;
ENSMUSG00000000881.8	chrX	100767722	100818410	B=0.93;NK=3.61;T_CD4=2.44;T_CD8=1.85;
ENSMUSG00000000884.12	chr16	18498768	18566679	B=3.18;NK=6.79;T_CD4=3.85;T_CD8=7.82;
ENSMUSG00000000889.8	chr2	27165233	27183200	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000000901.11	chr10	75923222	75932502	B=7.36;NK=0.00;T_CD4=2.38;T_CD8=0.96;
ENSMUSG00000000902.9	chr10	75896769	75921617	B=25.56;NK=21.15;T_CD4=18.00;T_CD8=21.81;
ENSMUSG00000000903.3	chr10	75943057	75949657	B=306.51;NK=1.12;T_CD4=4.50;T_CD8=1.41;
ENSMUSG00000000915.11	chr5	123973628	124003211	B=53.51;NK=12.66;T_CD4=3.55;T_CD8=4.32;
ENSMUSG00000000916.11	chr5	135369953	135376805	B=33.52;NK=42.11;T_CD4=44.23;T_CD8=34.45;
ENSMUSG00000000934.8	chr15	75657035	75678800	B=1.49;NK=7.41;T_CD4=2.21;T_CD8=2.24;
ENSMUSG00000000938.11	chr6	52231197	52240854	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.10;
ENSMUSG00000000942.10	chr6	52189671	52191753	B=0.22;NK=0.00;T_CD4=0.17;T_CD8=0.31;
ENSMUSG00000000948.12	chr7	59974149	60005064	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.33;
ENSMUSG00000000957.8	chr14	54431604	54441258	B=0.27;NK=0.30;T_CD4=1.01;T_CD8=0.13;
ENSMUSG00000000958.5	chr14	54369444	54409472	B=2.66;NK=3.27;T_CD4=0.25;T_CD8=0.32;
ENSMUSG00000000959.5	chr14	54360841	54369669	B=21.91;NK=27.94;T_CD4=17.94;T_CD8=16.17;
ENSMUSG00000000976.9	chr11	83753696	83783754	B=35.93;NK=29.52;T_CD4=24.11;T_CD8=24.12;
ENSMUSG00000000982.5	chr11	83647844	83649355	B=0.00;NK=63.78;T_CD4=0.00;T_CD8=1.56;
ENSMUSG00000000983.9	chr11	83709015	83711348	B=0.00;NK=1.57;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001014.5	chr9	21029373	21030531	B=0.00;NK=0.00;T_CD4=0.30;T_CD8=0.00;
ENSMUSG00000001016.8	chr3	90476201	90488379	B=13.70;NK=14.25;T_CD4=13.10;T_CD8=10.24;
ENSMUSG00000001017.11	chr3	90498956	90509498	B=45.39;NK=48.37;T_CD4=52.57;T_CD8=46.59;
ENSMUSG00000001018.11	chr3	90488026	90491033	B=27.14;NK=50.10;T_CD4=23.16;T_CD8=23.18;
ENSMUSG00000001020.7	chr3	90603770	90606045	B=1.53;NK=465.31;T_CD4=209.48;T_CD8=119.31;
ENSMUSG00000001021.8	chr3	90600215	90602702	B=0.00;NK=0.00;T_CD4=1.16;T_CD8=0.00;
ENSMUSG00000001023.6	chr3	90608523	90611780	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001025.4	chr3	90612894	90614414	B=6.69;NK=584.64;T_CD4=93.63;T_CD8=88.62;
ENSMUSG00000001027.7	chr11	106318592	106353288	B=2.63;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001029.11	chr11	106377656	106388075	B=164.46;NK=59.54;T_CD4=71.84;T_CD8=39.47;
ENSMUSG00000001034.13	chr11	61488812	61494406	B=7.31;NK=8.55;T_CD4=7.98;T_CD8=4.17;
ENSMUSG00000001036.13	chr11	61517249	61579687	B=0.83;NK=0.54;T_CD4=0.18;T_CD8=0.08;
ENSMUSG00000001039.8	chr11	61505144	61512931	B=7.48;NK=5.41;T_CD4=4.20;T_CD8=2.93;
ENSMUSG00000001052.11	chr3	129982759	130061553	B=8.79;NK=10.74;T_CD4=14.01;T_CD8=7.72;
ENSMUSG00000001053.11	chr11	51643063	51650842	B=7.44;NK=9.87;T_CD4=2.32;T_CD8=4.22;
ENSMUSG00000001054.5	chr11	51623671	51635896	B=30.03;NK=32.83;T_CD4=18.83;T_CD8=29.08;
ENSMUSG00000001056.3	chr11	51619735	51623714	B=111.74;NK=70.89;T_CD4=66.58;T_CD8=116.16;
ENSMUSG00000001062.13	chr8	123242356	123254348	B=13.88;NK=16.90;T_CD4=14.21;T_CD8=11.22;
ENSMUSG00000001065.10	chr8	123254195	123269745	B=15.17;NK=18.29;T_CD4=6.42;T_CD8=6.03;
ENSMUSG00000001076.6	chr15	99084686	99087817	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001082.8	chr5	34633642	34637212	B=76.26;NK=60.92;T_CD4=45.37;T_CD8=38.78;
ENSMUSG00000001089.10	chr4	136469761	136554780	B=0.26;NK=6.93;T_CD4=0.59;T_CD8=2.41;
ENSMUSG00000001095.5	chr11	78397087	78422217	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001098.11	chr5	114363567	114380515	B=20.01;NK=23.46;T_CD4=16.77;T_CD8=9.18;
ENSMUSG00000001100.6	chr11	78512193	78522736	B=7.56;NK=8.36;T_CD4=8.03;T_CD8=9.38;
ENSMUSG00000001103.7	chr11	78503447	78505081	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001105.11	chr11	78536361	78541737	B=68.33;NK=211.87;T_CD4=93.63;T_CD8=62.23;
ENSMUSG00000001119.7	chr10	76708792	76726168	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001120.11	chr10	76761857	76961887	B=0.88;NK=1.68;T_CD4=2.12;T_CD8=2.35;
ENSMUSG00000001123.11	chr11	78962974	78984946	B=52.45;NK=64.23;T_CD4=59.49;T_CD8=48.18;
ENSMUSG00000001127.8	chrX	20797814	20860519	B=39.64;NK=41.10;T_CD4=47.52;T_CD8=39.65;
ENSMUSG00000001128.7	chrX	20925454	20931555	B=44.84;NK=7.21;T_CD4=9.32;T_CD8=3.66;
ENSMUSG00000001131.7	chrX	20870166	20874735	B=0.00;NK=0.00;T_CD4=2.29;T_CD8=0.00;
ENSMUSG00000001134.5	chrX	20941722	20962017	B=20.73;NK=32.55;T_CD4=16.36;T_CD8=17.69;
ENSMUSG00000001138.9	chr1	36511867	36528237	B=2.72;NK=5.29;T_CD4=4.26;T_CD8=2.99;
ENSMUSG00000001143.9	chr1	36419871	36445271	B=5.08;NK=7.64;T_CD4=5.72;T_CD8=3.82;
ENSMUSG00000001150.6	chr10	76468971	76515856	B=6.10;NK=4.58;T_CD4=4.74;T_CD8=3.59;
ENSMUSG00000001151.9	chr10	76351254	76442912	B=7.38;NK=6.44;T_CD4=8.81;T_CD8=4.65;
ENSMUSG00000001155.9	chr10	76575648	76590338	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001156.7	chr6	86647044	86669159	B=1.72;NK=9.92;T_CD4=2.61;T_CD8=1.95;
ENSMUSG00000001157.9	chr6	86691768	86733378	B=4.17;NK=3.21;T_CD4=4.38;T_CD8=2.49;
ENSMUSG00000001158.9	chr6	86675221	86684522	B=91.87;NK=129.58;T_CD4=97.29;T_CD8=91.42;
ENSMUSG00000001166.13	chr5	120800194	120812514	B=9.02;NK=2.38;T_CD4=15.81;T_CD8=13.71;
ENSMUSG00000001168.12	chr5	120861421	120873512	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.10;
ENSMUSG00000001173.11	chrX	47912387	47965868	B=1.79;NK=4.48;T_CD4=3.75;T_CD8=2.02;
ENSMUSG00000001175.9	chr12	100199435	100209806	B=859.90;NK=1932.41;T_CD4=801.87;T_CD8=935.33;
ENSMUSG00000001211.10	chr10	78269178	78352489	B=70.70;NK=182.97;T_CD4=76.69;T_CD8=69.35;
ENSMUSG00000001225.8	chr12	31390871	31473917	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001227.7	chr17	56123085	56140343	B=0.00;NK=0.21;T_CD4=0.00;T_CD8=0.22;
ENSMUSG00000001228.10	chr17	56303321	56323486	B=1.82;NK=0.91;T_CD4=0.60;T_CD8=3.87;
ENSMUSG00000001229.7	chr17	56186682	56218889	B=47.26;NK=24.70;T_CD4=26.23;T_CD8=20.61;
ENSMUSG00000001240.9	chr11	101246028	101259546	B=20.36;NK=20.10;T_CD4=26.27;T_CD8=12.20;
ENSMUSG00000001247.12	chr7	30957775	30973464	B=0.84;NK=9.06;T_CD4=1.63;T_CD8=0.41;
ENSMUSG00000001248.10	chr7	31130127	31155896	B=116.48;NK=164.93;T_CD4=239.60;T_CD8=193.86;
ENSMUSG00000001249.10	chr7	31098725	31115290	B=0.00;NK=2.26;T_CD4=8.88;T_CD8=0.38;
ENSMUSG00000001260.6	chr5	70751047	70842617	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
ENSMUSG00000001270.8	chr12	111669355	111672338	B=0.24;NK=8.01;T_CD4=13.99;T_CD8=1.34;
ENSMUSG00000001280.8	chr15	102406143	102436404	B=11.99;NK=15.89;T_CD4=11.31;T_CD8=7.85;
ENSMUSG00000001281.5	chr15	102215995	102231935	B=31.27;NK=90.97;T_CD4=117.57;T_CD8=96.31;
ENSMUSG00000001285.8	chr15	102331709	102338139	B=92.53;NK=101.82;T_CD4=105.86;T_CD8=62.40;
ENSMUSG00000001288.10	chr15	102234938	102257517	B=0.00;NK=6.47;T_CD4=7.34;T_CD8=8.54;
ENSMUSG00000001289.8	chr15	102326116	102331873	B=842.43;NK=1570.93;T_CD4=1040.56;T_CD8=1033.20;
ENSMUSG00000001300.11	chr8	8617434	8660773	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.53;
ENSMUSG00000001305.5	chr1	186720978	186749358	B=13.03;NK=5.50;T_CD4=11.29;T_CD8=13.77;
ENSMUSG00000001313.8	chr11	101464999	101471853	B=0.77;NK=0.57;T_CD4=0.00;T_CD8=0.00;
