chr11	88999376	89020293	B=12.98;NK=8.56;T_CD4=7.65;T_CD8=5.99;
chr11	89035179	89066850	B=3.44;NK=1.78;T_CD4=1.88;T_CD8=1.51;
chr11	88924020	88955465	B=19.54;NK=8.57;T_CD4=2.00;T_CD8=1.33;
chr11	74830920	74845725	B=8.05;NK=13.61;T_CD4=6.66;T_CD8=4.27;
chr10	77530252	77565708	B=38.01;NK=635.07;T_CD4=121.95;T_CD8=107.60;
chr10	31313382	31328204	B=46.84;NK=23.87;T_CD4=70.62;T_CD8=61.07;
chr10	31332380	31445921	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	59970614	60046489	B=0.99;NK=2.03;T_CD4=0.68;T_CD8=1.91;
chr8	106603351	106670246	B=0.00;NK=0.17;T_CD4=0.00;T_CD8=0.26;
chr2	179442431	179899373	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.05;
chr2	121357714	121363737	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	70224128	70229798	B=0.21;NK=2.53;T_CD4=0.08;T_CD8=0.56;
chr11	70156197	70170834	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.34;
chr11	70241457	70255353	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr16	18348182	18407076	B=0.38;NK=0.38;T_CD4=0.19;T_CD8=0.46;
chr16	18406886	18426852	B=34.95;NK=71.15;T_CD4=37.65;T_CD8=29.15;
chr3	116488963	116508208	B=13.67;NK=15.75;T_CD4=16.68;T_CD8=15.05;
chr3	116513070	116549976	B=6.06;NK=6.81;T_CD4=3.32;T_CD8=3.01;
chr15	100615628	100620731	B=90.83;NK=172.99;T_CD4=77.01;T_CD8=69.05;
chrX	38600578	38613426	B=51.90;NK=45.23;T_CD4=54.12;T_CD8=44.64;
chr2	152626951	152635198	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr14	56402697	56525032	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr10	78186725	78244642	B=6.56;NK=10.99;T_CD4=7.80;T_CD8=6.96;
chr11	6546887	6596744	B=263.61;NK=176.23;T_CD4=222.05;T_CD8=112.28;
chr11	6635482	6638637	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	6615598	6626067	B=13.45;NK=11.85;T_CD4=13.26;T_CD8=16.84;
chr16	97564684	97611195	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr16	97447035	97462907	B=4.15;NK=6.80;T_CD4=1.32;T_CD8=2.58;
chr2	62500943	62574075	B=0.24;NK=2.10;T_CD4=0.71;T_CD8=0.79;
chr2	62474530	62483650	B=0.00;NK=0.00;T_CD4=0.99;T_CD8=0.00;
chr6	126821863	126849144	B=13.54;NK=16.17;T_CD4=16.30;T_CD8=20.38;
chrX	166523007	166585720	B=0.78;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr4	129548344	129573641	B=38.82;NK=764.04;T_CD4=773.20;T_CD8=736.78;
chr4	129489014	129491022	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr6	18366478	18514869	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr18	24205344	24286818	B=26.49;NK=48.12;T_CD4=26.40;T_CD8=20.23;
chr10	107482908	107486134	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr6	115601938	115618670	B=1.94;NK=4.24;T_CD4=3.94;T_CD8=2.98;
chr6	115361221	115490401	B=0.00;NK=15.20;T_CD4=0.58;T_CD8=0.00;
chr6	115618067	115676635	B=31.61;NK=44.26;T_CD4=30.89;T_CD8=25.87;
chr7	127214447	127218498	B=69.05;NK=135.84;T_CD4=96.15;T_CD8=79.78;
chr15	79995900	80014808	B=0.00;NK=30.58;T_CD4=0.18;T_CD8=1.62;
chr15	101128522	101145336	B=2.67;NK=2.14;T_CD4=4.30;T_CD8=2.40;
chr15	101224207	101232755	B=1.23;NK=1.94;T_CD4=2.09;T_CD8=1.79;
chr15	101174067	101213679	B=2.21;NK=3.50;T_CD4=4.82;T_CD8=2.72;
chr11	60226714	60352905	B=1.99;NK=7.13;T_CD4=4.65;T_CD8=3.58;
chr1	166130238	166166510	B=0.00;NK=0.00;T_CD4=0.35;T_CD8=0.00;
chr15	103313895	103340086	B=18.92;NK=4.08;T_CD4=0.11;T_CD8=0.07;
chr15	103344289	103366763	B=0.00;NK=0.70;T_CD4=0.12;T_CD8=0.07;
chr5	70961057	71095849	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr3	105959369	105984600	B=10.17;NK=11.13;T_CD4=9.91;T_CD8=8.62;
chr3	105870858	105908928	B=0.15;NK=0.00;T_CD4=0.00;T_CD8=0.14;
chr3	105942698	105960099	B=92.03;NK=192.14;T_CD4=107.72;T_CD8=124.08;
chr11	112782224	112787760	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr5	99958426	99978938	B=56.55;NK=94.66;T_CD4=68.64;T_CD8=64.17;
chr17	6601671	6609774	B=8.49;NK=10.24;T_CD4=6.08;T_CD8=2.64;
chr11	17257579	17269176	B=2.35;NK=2.34;T_CD4=4.39;T_CD8=3.35;
chr11	55098115	55113029	B=23.18;NK=25.63;T_CD4=11.82;T_CD8=11.20;
chr5	3803165	3844515	B=5.79;NK=3.55;T_CD4=5.71;T_CD8=2.64;
chr7	7282316	7299511	B=15.92;NK=23.76;T_CD4=21.79;T_CD8=13.16;
chr14	51411001	51419527	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	50850685	50866208	B=1.59;NK=0.00;T_CD4=0.00;T_CD8=0.49;
chr6	82911885	82939769	B=0.00;NK=0.19;T_CD4=3.49;T_CD8=3.49;
chr6	82725025	82774454	B=0.51;NK=4.82;T_CD4=0.09;T_CD8=0.34;
chr11	77763246	77865980	B=8.90;NK=9.95;T_CD4=7.59;T_CD8=3.04;
chr11	77930800	77979048	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr17	83831356	83846790	B=74.95;NK=22.10;T_CD4=2.18;T_CD8=27.71;
chr4	134082448	134095082	B=2198.12;NK=2396.71;T_CD4=1618.00;T_CD8=1566.28;
chr11	77515121	77538607	B=0.18;NK=0.00;T_CD4=0.00;T_CD8=1.92;
chr11	96292476	96301569	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr6	83034173	83052562	B=1.47;NK=2.76;T_CD4=0.85;T_CD8=0.20;
chr12	105176358	105181143	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr13	23456992	23465901	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.05;
chr17	53566861	53672720	B=12.72;NK=18.65;T_CD4=49.93;T_CD8=28.76;
chr10	128677193	128696268	B=9.05;NK=9.30;T_CD4=8.22;T_CD8=3.91;
chr11	77718615	77725283	B=0.26;NK=0.00;T_CD4=0.19;T_CD8=0.12;
chr10	78041947	78063622	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr10	78030022	78043610	B=2.81;NK=0.00;T_CD4=0.00;T_CD8=0.31;
chr10	78069360	78079525	B=29.82;NK=1.97;T_CD4=0.85;T_CD8=0.65;
chr8	123062942	123097760	B=84.06;NK=74.04;T_CD4=98.41;T_CD8=79.95;
chr8	123142847	123158315	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr8	123102350	123105244	B=3315.04;NK=1965.64;T_CD4=3165.62;T_CD8=3485.03;
chr8	123204264	123212763	B=20.78;NK=61.66;T_CD4=25.25;T_CD8=24.29;
chr11	75298166	75348324	B=10.22;NK=18.77;T_CD4=19.96;T_CD8=12.01;
chr11	75409769	75422701	B=0.00;NK=0.00;T_CD4=0.86;T_CD8=0.28;
chr8	12614277	12672248	B=13.77;NK=19.76;T_CD4=18.03;T_CD8=16.25;
chr10	6758506	7038198	B=0.00;NK=0.00;T_CD4=0.26;T_CD8=1.04;
chr14	70438748	70443471	B=9.39;NK=6.15;T_CD4=6.46;T_CD8=6.13;
chr11	52252371	52283014	B=1.42;NK=19.21;T_CD4=114.46;T_CD8=88.68;
chrX	13280970	13294052	B=32.54;NK=43.95;T_CD4=25.49;T_CD8=23.16;
chr8	70808449	70821424	B=0.37;NK=8.65;T_CD4=5.63;T_CD8=3.86;
chr8	70882889	70892757	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr3	89520164	89672072	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	84984442	85140161	B=9.18;NK=18.33;T_CD4=13.12;T_CD8=7.91;
chr11	84957786	84966044	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr6	89643988	89675529	B=3.85;NK=3.43;T_CD4=0.89;T_CD8=1.06;
chr1	161780689	161788495	B=0.00;NK=31.11;T_CD4=3.67;T_CD8=1.53;
chr2	181582103	181592803	B=8.12;NK=6.06;T_CD4=9.95;T_CD8=5.12;
chr2	181520485	181555133	B=28.91;NK=47.45;T_CD4=29.61;T_CD8=30.71;
chr2	181497142	181517966	B=24.73;NK=64.92;T_CD4=29.52;T_CD8=32.63;
chrX	68678541	68717963	B=12.51;NK=14.29;T_CD4=7.87;T_CD8=9.06;
chr11	24078056	24174123	B=65.54;NK=4.12;T_CD4=1.00;T_CD8=0.80;
chr11	53602982	53618669	B=0.00;NK=0.00;T_CD4=6.24;T_CD8=0.00;
chr2	154585758	154603708	B=8.63;NK=15.69;T_CD4=12.14;T_CD8=9.85;
chrX	100767722	100818410	B=0.93;NK=3.61;T_CD4=2.44;T_CD8=1.85;
chr16	18498768	18566679	B=3.18;NK=6.79;T_CD4=3.85;T_CD8=7.82;
chr2	27165233	27183200	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr10	75923222	75932502	B=7.36;NK=0.00;T_CD4=2.38;T_CD8=0.96;
chr10	75896769	75921617	B=25.56;NK=21.15;T_CD4=18.00;T_CD8=21.81;
chr10	75943057	75949657	B=306.51;NK=1.12;T_CD4=4.50;T_CD8=1.41;
chr5	123973628	124003211	B=53.51;NK=12.66;T_CD4=3.55;T_CD8=4.32;
chr5	135369953	135376805	B=33.52;NK=42.11;T_CD4=44.23;T_CD8=34.45;
chr15	75657035	75678800	B=1.49;NK=7.41;T_CD4=2.21;T_CD8=2.24;
chr6	52231197	52240854	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.10;
chr6	52189671	52191753	B=0.22;NK=0.00;T_CD4=0.17;T_CD8=0.31;
chr7	59974149	60005064	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.33;
chr14	54431604	54441258	B=0.27;NK=0.30;T_CD4=1.01;T_CD8=0.13;
chr14	54369444	54409472	B=2.66;NK=3.27;T_CD4=0.25;T_CD8=0.32;
chr14	54360841	54369669	B=21.91;NK=27.94;T_CD4=17.94;T_CD8=16.17;
chr11	83753696	83783754	B=35.93;NK=29.52;T_CD4=24.11;T_CD8=24.12;
chr11	83647844	83649355	B=0.00;NK=63.78;T_CD4=0.00;T_CD8=1.56;
chr11	83709015	83711348	B=0.00;NK=1.57;T_CD4=0.00;T_CD8=0.00;
chr9	21029373	21030531	B=0.00;NK=0.00;T_CD4=0.30;T_CD8=0.00;
chr3	90476201	90488379	B=13.70;NK=14.25;T_CD4=13.10;T_CD8=10.24;
chr3	90498956	90509498	B=45.39;NK=48.37;T_CD4=52.57;T_CD8=46.59;
chr3	90488026	90491033	B=27.14;NK=50.10;T_CD4=23.16;T_CD8=23.18;
chr3	90603770	90606045	B=1.53;NK=465.31;T_CD4=209.48;T_CD8=119.31;
chr3	90600215	90602702	B=0.00;NK=0.00;T_CD4=1.16;T_CD8=0.00;
chr3	90608523	90611780	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr3	90612894	90614414	B=6.69;NK=584.64;T_CD4=93.63;T_CD8=88.62;
chr11	106318592	106353288	B=2.63;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	106377656	106388075	B=164.46;NK=59.54;T_CD4=71.84;T_CD8=39.47;
chr11	61488812	61494406	B=7.31;NK=8.55;T_CD4=7.98;T_CD8=4.17;
chr11	61517249	61579687	B=0.83;NK=0.54;T_CD4=0.18;T_CD8=0.08;
chr11	61505144	61512931	B=7.48;NK=5.41;T_CD4=4.20;T_CD8=2.93;
chr3	129982759	130061553	B=8.79;NK=10.74;T_CD4=14.01;T_CD8=7.72;
chr11	51643063	51650842	B=7.44;NK=9.87;T_CD4=2.32;T_CD8=4.22;
chr11	51623671	51635896	B=30.03;NK=32.83;T_CD4=18.83;T_CD8=29.08;
chr11	51619735	51623714	B=111.74;NK=70.89;T_CD4=66.58;T_CD8=116.16;
chr8	123242356	123254348	B=13.88;NK=16.90;T_CD4=14.21;T_CD8=11.22;
chr8	123254195	123269745	B=15.17;NK=18.29;T_CD4=6.42;T_CD8=6.03;
chr15	99084686	99087817	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr5	34633642	34637212	B=76.26;NK=60.92;T_CD4=45.37;T_CD8=38.78;
chr4	136469761	136554780	B=0.26;NK=6.93;T_CD4=0.59;T_CD8=2.41;
chr11	78397087	78422217	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr5	114363567	114380515	B=20.01;NK=23.46;T_CD4=16.77;T_CD8=9.18;
chr11	78512193	78522736	B=7.56;NK=8.36;T_CD4=8.03;T_CD8=9.38;
chr11	78503447	78505081	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	78536361	78541737	B=68.33;NK=211.87;T_CD4=93.63;T_CD8=62.23;
chr10	76708792	76726168	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr10	76761857	76961887	B=0.88;NK=1.68;T_CD4=2.12;T_CD8=2.35;
chr11	78962974	78984946	B=52.45;NK=64.23;T_CD4=59.49;T_CD8=48.18;
chrX	20797814	20860519	B=39.64;NK=41.10;T_CD4=47.52;T_CD8=39.65;
chrX	20925454	20931555	B=44.84;NK=7.21;T_CD4=9.32;T_CD8=3.66;
chrX	20870166	20874735	B=0.00;NK=0.00;T_CD4=2.29;T_CD8=0.00;
chrX	20941722	20962017	B=20.73;NK=32.55;T_CD4=16.36;T_CD8=17.69;
chr1	36511867	36528237	B=2.72;NK=5.29;T_CD4=4.26;T_CD8=2.99;
chr1	36419871	36445271	B=5.08;NK=7.64;T_CD4=5.72;T_CD8=3.82;
chr10	76468971	76515856	B=6.10;NK=4.58;T_CD4=4.74;T_CD8=3.59;
chr10	76351254	76442912	B=7.38;NK=6.44;T_CD4=8.81;T_CD8=4.65;
chr10	76575648	76590338	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr6	86647044	86669159	B=1.72;NK=9.92;T_CD4=2.61;T_CD8=1.95;
chr6	86691768	86733378	B=4.17;NK=3.21;T_CD4=4.38;T_CD8=2.49;
chr6	86675221	86684522	B=91.87;NK=129.58;T_CD4=97.29;T_CD8=91.42;
chr5	120800194	120812514	B=9.02;NK=2.38;T_CD4=15.81;T_CD8=13.71;
chr5	120861421	120873512	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.10;
chrX	47912387	47965868	B=1.79;NK=4.48;T_CD4=3.75;T_CD8=2.02;
chr12	100199435	100209806	B=859.90;NK=1932.41;T_CD4=801.87;T_CD8=935.33;
chr10	78269178	78352489	B=70.70;NK=182.97;T_CD4=76.69;T_CD8=69.35;
chr12	31390871	31473917	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr17	56123085	56140343	B=0.00;NK=0.21;T_CD4=0.00;T_CD8=0.22;
chr17	56303321	56323486	B=1.82;NK=0.91;T_CD4=0.60;T_CD8=3.87;
chr17	56186682	56218889	B=47.26;NK=24.70;T_CD4=26.23;T_CD8=20.61;
chr11	101246028	101259546	B=20.36;NK=20.10;T_CD4=26.27;T_CD8=12.20;
chr7	30957775	30973464	B=0.84;NK=9.06;T_CD4=1.63;T_CD8=0.41;
chr7	31130127	31155896	B=116.48;NK=164.93;T_CD4=239.60;T_CD8=193.86;
chr7	31098725	31115290	B=0.00;NK=2.26;T_CD4=8.88;T_CD8=0.38;
chr5	70751047	70842617	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr12	111669355	111672338	B=0.24;NK=8.01;T_CD4=13.99;T_CD8=1.34;
chr15	102406143	102436404	B=11.99;NK=15.89;T_CD4=11.31;T_CD8=7.85;
chr15	102215995	102231935	B=31.27;NK=90.97;T_CD4=117.57;T_CD8=96.31;
chr15	102331709	102338139	B=92.53;NK=101.82;T_CD4=105.86;T_CD8=62.40;
chr15	102234938	102257517	B=0.00;NK=6.47;T_CD4=7.34;T_CD8=8.54;
chr15	102326116	102331873	B=842.43;NK=1570.93;T_CD4=1040.56;T_CD8=1033.20;
chr8	8617434	8660773	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.53;
chr1	186720978	186749358	B=13.03;NK=5.50;T_CD4=11.29;T_CD8=13.77;
chr11	101464999	101471853	B=0.77;NK=0.57;T_CD4=0.00;T_CD8=0.00;
chr11	74906359	74925948	B=4.78;NK=0.79;T_CD4=5.49;T_CD8=3.70;
chr4	129287617	129308559	B=0.57;NK=0.43;T_CD4=0.29;T_CD8=0.47;
chr4	129136999	129144593	B=0.00;NK=0.28;T_CD4=0.00;T_CD8=0.24;
chr9	22126731	22135746	B=272.55;NK=98.18;T_CD4=209.69;T_CD8=259.12;
chr9	22099281	22109630	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.07;
chr9	78081499	78109065	B=12.92;NK=31.99;T_CD4=40.88;T_CD8=27.09;
chr6	3498382	3603319	B=5.70;NK=7.28;T_CD4=9.97;T_CD8=5.79;
chr18	36766530	36783205	B=12.81;NK=12.20;T_CD4=12.17;T_CD8=15.13;
chr18	36793923	36799660	B=19.21;NK=20.04;T_CD4=15.79;T_CD8=14.00;
chr2	164769898	164778822	B=3.00;NK=1.66;T_CD4=2.37;T_CD8=8.27;
chr3	88336260	88362338	B=16.78;NK=14.14;T_CD4=15.77;T_CD8=14.86;
chr3	88297116	88321767	B=326.11;NK=198.05;T_CD4=256.52;T_CD8=255.60;
chr3	88325023	88331313	B=120.09;NK=390.14;T_CD4=177.01;T_CD8=115.20;
chr3	88142372	88172086	B=24.26;NK=26.67;T_CD4=32.34;T_CD8=26.19;
chr3	88328655	88336148	B=5.90;NK=3.08;T_CD4=0.35;T_CD8=1.29;
chr6	28475139	28935162	B=7.54;NK=15.78;T_CD4=12.09;T_CD8=11.67;
chr10	77052178	77166548	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr10	77032241	77061002	B=16.20;NK=3.93;T_CD4=19.32;T_CD8=6.96;
chr11	97159714	97187881	B=16.82;NK=21.43;T_CD4=19.75;T_CD8=15.50;
chr11	97205842	97280638	B=99.74;NK=55.41;T_CD4=87.80;T_CD8=45.82;
chr11	97098071	97115331	B=1.70;NK=143.88;T_CD4=7.15;T_CD8=14.58;
chr11	97041560	97049213	B=16.48;NK=29.29;T_CD4=16.42;T_CD8=14.23;
chr5	4081145	4104746	B=2.13;NK=0.98;T_CD4=2.91;T_CD8=1.28;
chr8	123373824	123404173	B=112.62;NK=95.26;T_CD4=106.81;T_CD8=77.88;
chr18	67390717	67402748	B=0.20;NK=10.72;T_CD4=0.15;T_CD8=0.09;
chr8	123442986	123463270	B=2.53;NK=8.69;T_CD4=2.54;T_CD8=3.53;
chr11	101877510	101894374	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	101962458	101967015	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr12	56531958	56536908	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr12	56691767	56712822	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr13	72628820	72634198	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr11	94936224	94953042	B=0.00;NK=0.00;T_CD4=0.26;T_CD8=0.00;
chr11	95044474	95076801	B=0.00;NK=0.66;T_CD4=0.44;T_CD8=0.17;
chr11	94962791	94976327	B=0.00;NK=0.00;T_CD4=0.99;T_CD8=0.00;
chr11	95120119	95125296	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr6	128362967	128375893	B=0.63;NK=0.35;T_CD4=0.06;T_CD8=0.29;
chr6	128409444	128424931	B=6.14;NK=5.04;T_CD4=6.58;T_CD8=6.41;
chr6	128399296	128408932	B=1.54;NK=1.23;T_CD4=0.99;T_CD8=0.86;
chr6	128321140	128355851	B=2.46;NK=0.23;T_CD4=2.52;T_CD8=1.87;
chr17	35667730	35673739	B=24.29;NK=31.16;T_CD4=31.27;T_CD8=13.04;
chr17	35833921	35838306	B=60.48;NK=48.42;T_CD4=85.87;T_CD8=119.31;
chr13	75707484	75772356	B=7.00;NK=2.54;T_CD4=1.00;T_CD8=0.22;
chr11	100368958	100397763	B=0.00;NK=12.33;T_CD4=0.98;T_CD8=1.92;
chr11	100415697	100424824	B=0.00;NK=1.81;T_CD4=0.10;T_CD8=0.06;
chr11	100441917	100457022	B=0.00;NK=0.39;T_CD4=0.29;T_CD8=0.41;
chr5	29473034	29478470	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr5	29434664	29453506	B=7.28;NK=6.32;T_CD4=4.83;T_CD8=3.51;
chr17	26561489	26656931	B=6.64;NK=6.20;T_CD4=10.09;T_CD8=5.93;
chr11	69851005	69858730	B=0.00;NK=0.00;T_CD4=0.21;T_CD8=0.18;
chr11	69881567	69895539	B=63.43;NK=94.35;T_CD4=65.51;T_CD8=47.53;
chr4	136247729	136274898	B=6.02;NK=5.71;T_CD4=0.00;T_CD8=1.20;
chr5	87925579	87932665	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr12	40201567	40248504	B=40.24;NK=38.98;T_CD4=38.99;T_CD8=32.32;
chr6	146724995	146778812	B=0.67;NK=1.17;T_CD4=1.23;T_CD8=0.88;
chr6	113307181	113324857	B=15.26;NK=32.33;T_CD4=22.54;T_CD8=16.92;
chr6	34303934	34317497	B=137.40;NK=327.20;T_CD4=231.08;T_CD8=238.69;
chr15	102921103	102928814	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr15	102954427	102957708	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr15	102990607	102994111	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr15	102998257	103011881	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr10	75783813	75798584	B=0.65;NK=1.54;T_CD4=0.00;T_CD8=0.71;
chr10	75774115	75781414	B=0.76;NK=0.00;T_CD4=0.42;T_CD8=0.35;
chr10	75771230	75773414	B=116.58;NK=66.76;T_CD4=79.89;T_CD8=95.59;
chr8	109990437	109999803	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr8	109947914	109962203	B=0.14;NK=0.00;T_CD4=0.00;T_CD8=0.00;
chr1	121553835	121567989	B=54.63;NK=65.80;T_CD4=70.11;T_CD8=55.21;
chr5	148504631	148552789	B=30.12;NK=27.24;T_CD4=15.81;T_CD8=11.21;
chr18	56432132	56503792	B=16.46;NK=5.37;T_CD4=19.15;T_CD8=41.06;
chr13	38645698	38659028	B=11.57;NK=10.08;T_CD4=9.12;T_CD8=14.01;
chr12	112653821	112674884	B=34.74;NK=64.42;T_CD4=27.84;T_CD8=21.47;
chr5	136966616	136975858	B=0.00;NK=0.00;T_CD4=0.00;T_CD8=0.00;
